source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0032501,multicellular organismal process,1.7380219900108057e-37,True,"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]",5406,1360,650,17408,0.47794117647058826,0.12023677395486497,query_1,['GO:0008150']
GO:BP,GO:0032502,developmental process,1.5207478209874206e-31,True,"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]",5126,1360,606,17408,0.4455882352941177,0.11822083495903238,query_1,['GO:0008150']
GO:BP,GO:0048856,anatomical structure development,1.5207478209874206e-31,True,"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021]",4724,1360,571,17408,0.4198529411764706,0.12087214225232853,query_1,['GO:0032502']
GO:BP,GO:0003008,system process,1.036795117861822e-30,True,"""A multicellular organismal process carried out by any of the organs or tissues in an organ system. An organ system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a biological objective."" [GOC:mtg_cardio]",1356,1360,236,17408,0.17352941176470588,0.17404129793510326,query_1,['GO:0032501']
GO:BP,GO:0030154,cell differentiation,4.2960114949840655e-29,True,"""The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]",3461,1360,447,17408,0.3286764705882353,0.1291534238659347,query_1,['GO:0048869']
GO:BP,GO:0048869,cellular developmental process,4.2960114949840655e-29,True,"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]",3462,1360,447,17408,0.3286764705882353,0.1291161178509532,query_1,"['GO:0009987', 'GO:0032502']"
GO:BP,GO:0009653,anatomical structure morphogenesis,6.54694834142932e-27,True,"""The process in which anatomical structures are generated and organized. Morphogenesis pertains to the creation of form."" [GOC:go_curators, ISBN:0521436125]",2231,1360,320,17408,0.23529411764705882,0.14343343792021515,query_1,"['GO:0032502', 'GO:0048856']"
GO:BP,GO:0048731,system development,6.54694834142932e-27,True,"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]",3293,1360,424,17408,0.31176470588235294,0.12875797145460066,query_1,"['GO:0007275', 'GO:0048856']"
GO:BP,GO:0007275,multicellular organism development,5.19305427029762e-25,True,"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]",3847,1360,469,17408,0.3448529411764706,0.12191317910059787,query_1,"['GO:0032501', 'GO:0048856']"
GO:BP,GO:0048513,animal organ development,7.457828449727995e-23,True,"""Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dph, GOC:jid]",2341,1360,319,17408,0.23455882352941176,0.1362665527552328,query_1,['GO:0048856']
